review_id,host_field,host_text,review_status,confirmed_host,host_plant_name,host_plant_type,plant_family,plant_genus,plant_species,association_type,reviewer_notes,source_file,source_row,gbifID,occurrenceID,catalogNumber,recordNumber,datasetKey,scientificName,family,genus,specificEpithet,eventDate,decimalLatitude,decimalLongitude,locality,county,stateProvince,countryCode,basisOfRecord,institutionCode,collectionCode,bee_species
5702,associatedTaxa,Host: Lupinus lepidus var sellulus,needs_review,,,,,,,,,occurrence.txt,5598,4913316469,ADVGB2170-24,ADV_GB_3610,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:AAB4830,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
7836,associatedTaxa,Host: Lupinus lepidus var sellulus,needs_review,,,,,,,,,verbatim.txt,259,4913316460,ADVGB1805-24,ADV_GB_3556,,,BOLD:AAB4830,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
8025,associatedTaxa,Host: Lupinus lepidus var sellulus,needs_review,,,,,,,,,verbatim.txt,276,4913294313,ADVGB2169-24,ADV_GB_3503,,,BOLD:AAB4830,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
8796,associatedTaxa,Host: Lupinus lepidus var sellulus,needs_review,,,,,,,,,verbatim.txt,349,4913316469,ADVGB2170-24,ADV_GB_3610,,,BOLD:AAB4830,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
5657,associatedTaxa,Host: Solidago lepida,needs_review,,,,,,,,,occurrence.txt,5555,4913243817,ADVGB1806-24,ADV_GB_3591,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:AAB4830,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
8440,associatedTaxa,Host: Solidago lepida,needs_review,,,,,,,,,verbatim.txt,314,4913243817,ADVGB1806-24,ADV_GB_3591,,,BOLD:AAB4830,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
5678,associatedTaxa,Host: Symphyotrichum spathulatum,needs_review,,,,,,,,,occurrence.txt,5580,4913299329,ADVGB2548-24,ADV_GB_3628,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:AAB4830,Apidae,Bombus,,8/20/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
5801,associatedTaxa,Host: Symphyotrichum spathulatum,needs_review,,,,,,,,,occurrence.txt,5670,4916596640,ADVGB2546-24,ADV_GB_3606,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:AAB4830,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
5869,associatedTaxa,Host: Symphyotrichum spathulatum,needs_review,,,,,,,,,occurrence.txt,5738,4916610804,ADVGB2542-24,ADV_GB_3624,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:AAB4830,Apidae,Bombus,,8/20/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
9694,associatedTaxa,Host: Symphyotrichum spathulatum,needs_review,,,,,,,,,verbatim.txt,427,4916610804,ADVGB2542-24,ADV_GB_3624,,,BOLD:AAB4830,Apidae,Bombus,,8/20/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
9756,associatedTaxa,Host: Symphyotrichum spathulatum,needs_review,,,,,,,,,verbatim.txt,432,4913299329,ADVGB2548-24,ADV_GB_3628,,,BOLD:AAB4830,Apidae,Bombus,,8/20/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
9852,associatedTaxa,Host: Symphyotrichum spathulatum,needs_review,,,,,,,,,verbatim.txt,441,4916596640,ADVGB2546-24,ADV_GB_3606,,,BOLD:AAB4830,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB4830
5731,occurrenceRemarks,No Floral Record,needs_review,,,,,,,,,occurrence.txt,5615,1414135787,BEECC841-09,BBSL629138,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:AAB5186,Apidae,Bombus,,,37.723,-119.637,"Yosem Vly, El Capitan Mdw",,California,US,MATERIAL_SAMPLE,"York University, Packer Collection",,BOLD:AAB5186
8943,occurrenceRemarks,No Floral Record,needs_review,,,,,,,,,verbatim.txt,364,1414135787,BEECC841-09,BBSL629138,,,BOLD:AAB5186,Apidae,Bombus,,,37.723,-119.637,"Yosem Vly, El Capitan Mdw",,California,,MATERIAL_SAMPLE,"York University, Packer Collection",,BOLD:AAB5186
5708,associatedTaxa,Host: Solidago lepida,needs_review,,,,,,,,,occurrence.txt,5601,4913181488,ADVGB2539-24,ADV_GB_3598,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:AAB6714,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB6714
8687,associatedTaxa,Host: Solidago lepida,needs_review,,,,,,,,,verbatim.txt,339,4913181488,ADVGB2539-24,ADV_GB_3598,,,BOLD:AAB6714,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AAB6714
5779,occurrenceRemarks,No Floral Record,needs_review,,,,,,,,,occurrence.txt,5649,2248750656,BEECC819-09,BBSL619041,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ABZ0141,Apidae,Bombus,,,37.723,-119.637,"Yosem Vly, El Capitan Mdw",,California,US,MATERIAL_SAMPLE,"York University, Packer Collection",,BOLD:ABZ0141
9358,occurrenceRemarks,No Floral Record,needs_review,,,,,,,,,verbatim.txt,401,2248750656,BEECC819-09,BBSL619041,,,BOLD:ABZ0141,Apidae,Bombus,,,37.723,-119.637,"Yosem Vly, El Capitan Mdw",,California,,MATERIAL_SAMPLE,"York University, Packer Collection",,BOLD:ABZ0141
5616,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,occurrence.txt,5523,4913243834,ADVGB2537-24,ADV_GB_3609,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ABZ3073,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ABZ3073
8005,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,verbatim.txt,274,4913243834,ADVGB2537-24,ADV_GB_3609,,,BOLD:ABZ3073,Apidae,Bombus,,8/11/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ABZ3073
5597,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,occurrence.txt,5509,4913181473,ADVGB1808-24,ADV_GB_3488,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5601,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,occurrence.txt,5513,4913258677,ADVGB2559-24,ADV_GB_3517,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5716,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,occurrence.txt,5607,4916728041,ADVGB2569-24,ADV_GB_5155,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,7/23/21,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5841,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,occurrence.txt,5707,4916619406,ADVGB2562-24,ADV_GB_3469,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
7884,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,verbatim.txt,263,4913258677,ADVGB2559-24,ADV_GB_3517,,,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
7902,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,verbatim.txt,264,4913181473,ADVGB1808-24,ADV_GB_3488,,,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
9947,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,verbatim.txt,449,4916728041,ADVGB2569-24,ADV_GB_5155,,,BOLD:ACE3465,Apidae,Bombus,,7/23/21,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
10338,associatedTaxa,Host: Chamerion angustifolium,needs_review,,,,,,,,,verbatim.txt,480,4916619406,ADVGB2562-24,ADV_GB_3469,,,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5721,associatedTaxa,Host: Horkelia fusca,needs_review,,,,,,,,,occurrence.txt,5609,4913217302,ADVGB2557-24,ADV_GB_3340,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,7/28/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
8912,associatedTaxa,Host: Horkelia fusca,needs_review,,,,,,,,,verbatim.txt,361,4913217302,ADVGB2557-24,ADV_GB_3340,,,BOLD:ACE3465,Apidae,Bombus,,7/28/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5663,associatedTaxa,Host: Lupinus lepidus var sellulus,needs_review,,,,,,,,,occurrence.txt,5566,4913181480,ADVGB2173-24,ADV_GB_3286,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,7/24/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
8611,associatedTaxa,Host: Lupinus lepidus var sellulus,needs_review,,,,,,,,,verbatim.txt,331,4913181480,ADVGB2173-24,ADV_GB_3286,,,BOLD:ACE3465,Apidae,Bombus,,7/24/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5610,associatedTaxa,Host: Pedicularis attollens,needs_review,,,,,,,,,occurrence.txt,5519,4913283499,ADVGB2561-24,ADV_GB_4381,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,7/13/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5621,associatedTaxa,Host: Pedicularis attollens,needs_review,,,,,,,,,occurrence.txt,5528,4913352782,ADVGB2556-24,ADV_GB_3550,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5696,associatedTaxa,Host: Pedicularis attollens,needs_review,,,,,,,,,occurrence.txt,5593,4913297459,ADVGB1807-24,ADV_GB_3275,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,7/24/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5759,associatedTaxa,Host: Pedicularis attollens,needs_review,,,,,,,,,occurrence.txt,5638,4916728025,ADVGB1809-24,ADV_GB_3502,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
7967,associatedTaxa,Host: Pedicularis attollens,needs_review,,,,,,,,,verbatim.txt,270,4913283499,ADVGB2561-24,ADV_GB_4381,,,BOLD:ACE3465,Apidae,Bombus,,7/13/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
8228,associatedTaxa,Host: Pedicularis attollens,needs_review,,,,,,,,,verbatim.txt,294,4913352782,ADVGB2556-24,ADV_GB_3550,,,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
9023,associatedTaxa,Host: Pedicularis attollens,needs_review,,,,,,,,,verbatim.txt,371,4913297459,ADVGB1807-24,ADV_GB_3275,,,BOLD:ACE3465,Apidae,Bombus,,7/24/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
9320,associatedTaxa,Host: Pedicularis attollens,needs_review,,,,,,,,,verbatim.txt,398,4916728025,ADVGB1809-24,ADV_GB_3502,,,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5596,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,occurrence.txt,5508,4913247114,ADVGB1810-24,ADV_GB_3217,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,7/24/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5652,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,occurrence.txt,5552,4916610788,ADVGB1811-24,ADV_GB_3484,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5737,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,occurrence.txt,5620,4916728033,ADVGB2174-24,ADV_GB_3407,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,7/28/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5744,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,occurrence.txt,5628,4913212477,ADVGB1812-24,ADV_GB_3549,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5767,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,occurrence.txt,5645,4913318566,ADVGB2558-24,ADV_GB_3435,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5789,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,occurrence.txt,5658,4916600437,ADVGB2555-24,ADV_GB_3541,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
7955,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,verbatim.txt,269,4913247114,ADVGB1810-24,ADV_GB_3217,,,BOLD:ACE3465,Apidae,Bombus,,7/24/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
8402,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,verbatim.txt,310,4916610788,ADVGB1811-24,ADV_GB_3484,,,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
8997,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,verbatim.txt,369,4916728033,ADVGB2174-24,ADV_GB_3407,,,BOLD:ACE3465,Apidae,Bombus,,7/28/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
9246,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,verbatim.txt,391,4913212477,ADVGB1812-24,ADV_GB_3549,,,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
9663,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,verbatim.txt,425,4916600437,ADVGB2555-24,ADV_GB_3541,,,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
9918,associatedTaxa,Host: Penstemon heterodoxus,needs_review,,,,,,,,,verbatim.txt,447,4913318566,ADVGB2558-24,ADV_GB_3435,,,BOLD:ACE3465,Apidae,Bombus,,8/4/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
5766,associatedTaxa,Host: Sidalcea glaucescens,needs_review,,,,,,,,,occurrence.txt,5644,4913181489,ADVGB2568-24,ADV_GB_5148,,040c5662-da76-4782-a48e-cdea1892d14c,BOLD:ACE3465,Apidae,Bombus,,7/23/21,39.313,-120.362,van norden,,California,US,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
9447,associatedTaxa,Host: Sidalcea glaucescens,needs_review,,,,,,,,,verbatim.txt,409,4913181489,ADVGB2568-24,ADV_GB_5148,,,BOLD:ACE3465,Apidae,Bombus,,7/23/21,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:ACE3465
8527,associatedTaxa,Host: Lupinus lepidus var sellulus,needs_review,,,,,,,,,verbatim.txt,323,4913299321,ADVGB2182-24,ADV_GB_3152,,,BOLD:AGZ1929,Apidae,Bombus,,7/24/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AGZ1929
9330,associatedTaxa,Host: Lupinus lepidus var sellulus,needs_review,,,,,,,,,verbatim.txt,399,4913258662,ADVGB1828-24,ADV_GB_3360,,,BOLD:AGZ1929,Apidae,Bombus,,7/28/20,39.313,-120.362,van norden,,California,,MATERIAL_SAMPLE,"University of Nevada, Reno",,BOLD:AGZ1929
10545,occurrenceRemarks,A bumble bee on an artichoke thistle.,needs_review,,,,,,,,,verbatim.txt,49753,4512134510,https://www.inaturalist.org/observations/187674225,187674225,,,Bombus,Apidae,Bombus,,2023-06-21T11:26:16-07:00,33.4709228,-117.5944261,,,California,US,HumanObservation,iNaturalist,Observations,Bombus
11309,occurrenceRemarks,bee on peruvian lily,needs_review,,,,,,,,,verbatim.txt,56199,3902086363,https://www.inaturalist.org/observations/27413361,27413361,,,Bombus,Apidae,Bombus,,2019-06-20T14:58:00-07:00,37.87346932,-122.2735004,,,California,US,HumanObservation,iNaturalist,Observations,Bombus
7326,occurrenceRemarks,bumblebee on blue lily,needs_review,,,,,,,,,verbatim.txt,21905,2963908317,https://www.inaturalist.org/observations/27553759,27553759,,,Bombus,Apidae,Bombus,,2019-06-22T16:26:00-07:00,37.76765725,-122.4995464,,,California,US,HumanObservation,iNaturalist,Observations,Bombus
