occurrenceID,eventID,verbatimHostPlant,Plant_genus,Plant_species,Plant_gen_sp,floralHostNotes,LR_floral_notes,family,genus,specificEpithet,identifiedBy,identificationRemarks,LR_verif__Changes_made_here_and_in_BBW,vernacularName,verbatimLocality,decimalLatitude,decimalLongitude,stateProvince,country,verbatimEventDate,modified,coordinateUncertaintyInMeters,sex,caste,individualCount,occurrenceRemarks,recordedBy,recordedByID,identificationVerificationStatus,dateIdentified,datasetID,previousIdentifications,recordSouce,informationWithheld,measurementMethod,images,comment_count,referenceID,sightingUrl,metadataUrl,sawZeroBees,Species_richness,Abundance,sourceFile,Delete_row,year,surveyMethod,surveyArea,surveyUnit,captureMethod,eventTime,eventEndTime,surveyDuration,numberOfSurveyors,Temperature,temperatureUnits,tempC,windSpeed,windOrdinal,cloudCover,weatherNotes,habitat,surroundingHabitat1,surroundingHabitat2,surroundingHabitat3,floralPercent,Brush_piles,Bunch_grasses,Leaf_litter,Loose_bare_soil,Mulch,Pine_needle_duff,Rock_piles,Rodent_holes_Tunnels,None_of_the_above,managementMowing,managementGrazing,managementGrazing2,managementNativeGrazing,managementAgriculture,managementInsecticides,managementHerbicides,managementFire,managementHoneybees,managementHoneybees2,managementNotes,flowersCount,volunteer,volunteer_end_time,volunteer_miles_survey,volunteer_signature,volunteer_start_time,volunteer_data_submit,volunteer_organization,training,training_date,training_hours,checklistUrl,Date,Year,Month,Day,dayno,DEM,lastFire,annTempC,isotherm,maxTempWarmest,minTempColdest,annPrec,precSeasonality,monthPrecipWarmest,monthlyPrecipCodest,tempGrowingSeasonC,precipGrowSeason,rh,swb,snowDays,evaporationPotential,growSeason,npp,gdd0,jurisdiction,consName,county,ecoregion,blmGrazing,npnStartSpringDay,plantDiversityCDFW,plantDiversityWeightCDFW,ecoregionBioDivWeightCDFW,yearsSinceFire
218497,132964,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Ramona Grasslands County San Diego Preserve,33.0332762,-116.9505358,California,United States,6/9/2024,2024-12-30 05:36:24.776591+00:00,25-50,Female,Female,1,"Asclepius plants tall and stood out amongst grass. Several patches, all had B. Crotchii.",Deveree Kopp,Asclepias1,Verified,12/30/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/tempImageVxdN0k.jpg, https://www.bumblebeewatch.org/media/bees/big/tempImage3PtdqS.jpg, https://www.bumblebeewatch.org/media/bees/big/tempImageIqj2Ie.jpg, https://www.bumblebeewatch.org/media/bees/big/bee_2.jpeg, https://www.bumblebeewatch.org/media/bees/big/bee_1.jpeg",NA,NA,https://www.bumblebeewatch.org/sightings/bee/218497/,https://www.bumblebeewatch.org/metadata/,FALSE,1,1,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) all bees observed,9:30:00,10:30:00,45,2,70,f,21,0-5 mph,1,40,"5 Bombus crotchii bumble bees captured, photographed, released.
exact location: lat: 32.213 long: -116.571",Grassland,Woodland/Forest,Shrub/Scrub,,10,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,NA,Yes,No,No,No,No,No,NA,"Honey bees present, no hives observed. High number of grass hoppers (that eat milkweed) which BOCR were on. Equestrians present on trails.",5,TRUE,14:30:00,20,Deveree Kopp,8:30:00,2,NA,TRUE,6/5/2024,2,https://www.bumblebeewatch.org/checklist/132964/,6/9/2024,2024,6,9,161,428,1967,16.25,48.9,29.55,5.05,447.8,89.2,13.7,245.9,12.95,437.4,57.87,-890,0,105.78,197,747.5,5934.9,"San Diego, County of",Ramona Grasslands Preserve,San Diego,Southern California/Northern Baja Coast,NA,55,1314,0.768870685,0.438265,57
187713,124764,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,in bloom,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,Northwest Atascadero,35.48808543,-120.7002618,California,United States,6/18/2024,2024-07-04 22:56:32.195038+00:00,25-50,Female,Worker,1,"Many woolypod milkweeds grow at this location, along with grasses (native and non-native) and wildflowers.  The area is surrounded by oak woodland, including a seasonal creek.",Sue Luft,SueLt,Verified,9/21/2024,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/6F3A9439.JPG, https://www.bumblebeewatch.org/media/bees/big/6F3A9468.JPG, https://www.bumblebeewatch.org/media/bees/big/6F3A9449.JPG, https://www.bumblebeewatch.org/media/bees/big/6F3A9445.JPG, https://www.bumblebeewatch.org/media/bees/big/6F3A9473.JPG",2,NA,https://www.bumblebeewatch.org/sightings/bee/187713/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/18/2024,2024,6,18,170,310,NA,14.75,51.1,28.05,4.55,588.1,95.2,7.5,343.1,12.65,586.2,57.25,-815,0,106.1,246,941,5389.4,,,San Luis Obispo,Central California Foothills and Coastal Mountains,NA,64,1266,0.740784084,0.404123,NA
216415,132428,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Lincoln Receiver Site,38.86901,-121.392079,California,United States,6/19/2024,2024-11-07 00:28:09.028743+00:00,0-25,Female,Female,1,I only found B. crotchii at this site and counted the number of males and females. I found 20 females during the survey and all looked like the one in this photo,Jaymee Marty,jathma,Verified,12/30/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) only bees that looked different,https://www.bumblebeewatch.org/media/bees/big/Lincoln_Receiver_2T9A3480.JPG,NA,NA,https://www.bumblebeewatch.org/sightings/bee/216415/,https://www.bumblebeewatch.org/metadata/,FALSE,1,2,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) only bees that looked different,14:30:00,15:15:00,45,1,90,f,32,No wind,0,0,,Grassland,Grassland,Agricultural Lands,,10,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,NA,No,Yes,No,No,No,Yes,NA,,1,TRUE,17:30:00,80,Jaymee Marty,12:30:00,1,NA,FALSE,,NA,https://www.bumblebeewatch.org/checklist/132428/,6/19/2024,2024,6,19,171,26,2016,17.15,44.1,34.65,4.25,608.5,85.5,8.3,328.2,14.05,606.8,53.8,-936,0,119.99,240,967.7,6262.1,Other Federal,US Air Force,Placer,Central California Valley,NA,62,820,0.479812756,0.348912,8
216416,132428,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Lincoln Receiver Site,38.86901,-121.392079,California,United States,6/19/2024,2024-11-07 00:28:09.028743+00:00,0-25,Male,Male,1,This was a point survey where I only found B. crotchii. I found 38 males during the survey and all looked like the one in the photo.,Jaymee Marty,jathma,Verified,12/30/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) only bees that looked different,https://www.bumblebeewatch.org/media/bees/big/2T9A3546.JPG,NA,NA,https://www.bumblebeewatch.org/sightings/bee/216416/,https://www.bumblebeewatch.org/metadata/,FALSE,1,2,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) only bees that looked different,14:30:00,15:15:00,45,1,90,f,32,No wind,0,0,,Grassland,Grassland,Agricultural Lands,,10,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,NA,No,Yes,No,No,No,Yes,NA,,1,TRUE,17:30:00,80,Jaymee Marty,12:30:00,1,NA,FALSE,,NA,https://www.bumblebeewatch.org/checklist/132428/,6/19/2024,2024,6,19,171,26,2016,17.15,44.1,34.65,4.25,608.5,85.5,8.3,328.2,14.05,606.8,53.8,-936,0,119.99,240,967.7,6262.1,Other Federal,US Air Force,Placer,Central California Valley,NA,62,820,0.479812756,0.348912,8
211397,130966,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,Note pollinia on leg,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,Williams Hill #1,35.987,-121.024,California,United States,6/22/2024,2024-09-20 17:44:43.462383+00:00,0-25,Male,Male,4,,Leif Richardson,leifr7,Verified,9/21/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,https://www.bumblebeewatch.org/media/bees/big/IMG_6889.jpg,1,NA,https://www.bumblebeewatch.org/sightings/bee/211397/,https://www.bumblebeewatch.org/metadata/,FALSE,3,5,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) all bees observed,11:00:00,11:40:00,120,6,77,f,25,0-5 mph,1,0,Warm and dry,Developed/Roadside,Woodland/Forest,Grassland,,10,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,NA,Suspect,No,No,No,No,No,NA,"Honey bees abundant. In addition to the bees added here, I saw 2 crotchii queens.",11,FALSE,,NA,LR,,NA,NA,FALSE,,NA,https://www.bumblebeewatch.org/checklist/130966/,6/22/2024,2024,6,22,174,628,NA,14.55,47.6,31.85,1.85,523.4,92.7,7.7,299.2,11.25,520.2,51.46,-864,0,108.18,229,853.9,5328.5,,,Monterey,Central California Foothills and Coastal Mountains,4373,62,1266,0.740784084,0.345924,NA
211399,130966,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,Williams Hill #1,35.987,-121.024,California,United States,6/22/2024,2024-09-20 17:44:43.462383+00:00,0-25,Female,Worker,6,,Leif Richardson,leifr7,Verified,9/21/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/IMG_6885.jpg, https://www.bumblebeewatch.org/media/bees/big/IMG_6887.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/211399/,https://www.bumblebeewatch.org/metadata/,FALSE,3,5,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) all bees observed,11:00:00,11:40:00,120,6,77,f,25,0-5 mph,1,0,Warm and dry,Developed/Roadside,Woodland/Forest,Grassland,,10,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,NA,Suspect,No,No,No,No,No,NA,"Honey bees abundant. In addition to the bees added here, I saw 2 crotchii queens.",11,FALSE,,NA,LR,,NA,NA,FALSE,,NA,https://www.bumblebeewatch.org/checklist/130966/,6/22/2024,2024,6,22,174,628,NA,14.55,47.6,31.85,1.85,523.4,92.7,7.7,299.2,11.25,520.2,51.46,-864,0,108.18,229,853.9,5328.5,,,Monterey,Central California Foothills and Coastal Mountains,4373,62,1266,0.740784084,0.345924,NA
185177,124187,Aesclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,Chino Hills SP Powerline Trail,33.90865334,-117.6830553,California,United States,6/24/2024,2024-06-25 20:18:05.442276+00:00,250-500,Male,Male,1,Observed by Justin Lepore. Other individuals observed but no photos could be taken.,Kurt Nguyen,warqurtle49,Verified,9/21/2024,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/Resized_20240624_085629.jpeg, https://www.bumblebeewatch.org/media/bees/big/Resized_20240624_085616.jpeg, https://www.bumblebeewatch.org/media/bees/big/Resized_20240624_095316.jpeg, https://www.bumblebeewatch.org/media/bees/big/Resized_20240624_095321.jpeg, https://www.bumblebeewatch.org/media/bees/big/Resized_20240624_095323.jpeg, https://www.bumblebeewatch.org/media/bees/big/Resized_20240624_095317.jpeg",1,NA,https://www.bumblebeewatch.org/sightings/bee/185177/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/24/2024,2024,6,24,176,259,2020,17.15,49.1,31.15,6.15,428.2,96.4,9.2,253.8,13.85,422.8,56.91,-974,0,111.17,192,719.1,6266.3,California Department of Parks and Recreation,Chino Hills State Park,San Bernardino,Southern California/Northern Baja Coast,NA,45,1314,0.768870685,0.442119,4
189053,125299,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,"Feather Ln, Squaw Valley, Fresno Co",36.68922,-119.18566,California,United States,6/26/2024,2024-07-12 04:43:18.984961+00:00,0-25,Male,Male,1,Foraging on milkweed with large presence of tarantula hawks (Pepsis sp.).,Lori Werner,lrw1027,Verified,9/21/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/P2500082_crop.JPG, https://www.bumblebeewatch.org/media/bees/big/P2500057_crop.JPG, https://www.bumblebeewatch.org/media/bees/big/P2500059_crop.JPG, https://www.bumblebeewatch.org/media/bees/big/P2490760_crop.JPG, https://www.bumblebeewatch.org/media/bees/big/P2500064_crop.JPG",1,NA,https://www.bumblebeewatch.org/sightings/bee/189053/,https://www.bumblebeewatch.org/metadata/,FALSE,3,25,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) all bees observed,10:50:00,11:33:00,45,2,90,f,32,0-5 mph,1,90,Sky was overcast due to smoke from nearby wildfire.,Grassland,Grassland,Developed/Roadside,Woodland/Forest,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,NA,Yes,No,Suspect,Yes,Yes,No,NA,"Survey on private property with ~1 acre
mown for fire
compliance.
Surveyed area
consists of mown and
unmown portions,
with unmown
area slightly
greater than the
mown portion.
Honeybees present during survey. Deer forage in survey area. Livestock grazing occurs on adjacent parcels, and at least one nearby parcel applies herbicide along road shoulder. Pepper Fire burned ~ 1.5 miles away, 1 month prior to this survey. Bolt-Flash Fire actively burning ~ 6 miles away during survey.",11,TRUE,12:30:00,0,Lori Werner & Richard Gill,10:30:00,6,NA,TRUE,3/18/2024,1,https://www.bumblebeewatch.org/checklist/125299/,6/26/2024,2024,6,26,178,466,NA,16.95,40.3,34.65,3.55,788.2,81.1,18,404.5,13.75,783.4,52.24,-679,0,102.45,256,1188.5,6188.9,,,Fresno,Central California Foothills and Coastal Mountains,NA,73,1120,0.655354008,0.263552,NA
189056,125299,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,"Feather Ln, Squaw Valley, Fresno Co",36.68922,-119.18566,California,United States,6/26/2024,2024-07-12 04:43:18.984961+00:00,0-25,Male,Male,1,Foraging on milkweed with large presence of tarantula hawks (Pepsis sp.).,Lori Werner,lrw1027,Verified,9/21/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/P2500136_crop.JPG, https://www.bumblebeewatch.org/media/bees/big/P2500116_crop.JPG, https://www.bumblebeewatch.org/media/bees/big/P2490760_crop_kW363TW.JPG, https://www.bumblebeewatch.org/media/bees/big/P2500110_crop.JPG, https://www.bumblebeewatch.org/media/bees/big/P6260154_crop.JPG",NA,NA,https://www.bumblebeewatch.org/sightings/bee/189056/,https://www.bumblebeewatch.org/metadata/,FALSE,3,25,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) all bees observed,10:50:00,11:33:00,45,2,90,f,32,0-5 mph,1,90,Sky was overcast due to smoke from nearby wildfire.,Grassland,Grassland,Developed/Roadside,Woodland/Forest,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,NA,Yes,No,Suspect,Yes,Yes,No,NA,"Survey on private property with ~1 acre
mown for fire
compliance.
Surveyed area
consists of mown and
unmown portions,
with unmown
area slightly
greater than the
mown portion.
Honeybees present during survey. Deer forage in survey area. Livestock grazing occurs on adjacent parcels, and at least one nearby parcel applies herbicide along road shoulder. Pepper Fire burned ~ 1.5 miles away, 1 month prior to this survey. Bolt-Flash Fire actively burning ~ 6 miles away during survey.",11,TRUE,12:30:00,0,Lori Werner & Richard Gill,10:30:00,6,NA,TRUE,3/18/2024,1,https://www.bumblebeewatch.org/checklist/125299/,6/26/2024,2024,6,26,178,466,NA,16.95,40.3,34.65,3.55,788.2,81.1,18,404.5,13.75,783.4,52.24,-679,0,102.45,256,1188.5,6188.9,,,Fresno,Central California Foothills and Coastal Mountains,NA,73,1120,0.655354008,0.263552,NA
189860,125634,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,Woolypod milkweed,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,Irvine Ranch Conservancy Native Seed Farm,33.718994,-117.72419,California,United States,7/15/2024,2024-07-17 04:18:37.160860+00:00,0-25,Male,Male,1,"The bee was resting, not foraging.",Bequi Howarth,Bequi,Verified,9/21/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/PXL_20240715_171702638.NIGHT3.jpg, https://www.bumblebeewatch.org/media/bees/big/PXL_20240715_171732673.NIGHT2.jpg, https://www.bumblebeewatch.org/media/bees/big/PXL_20240715_171726355.NIGHT3.jpg, https://www.bumblebeewatch.org/media/bees/big/PXL_20240715_171941782.NIGHT2.jpg, https://www.bumblebeewatch.org/media/bees/big/PXL_20240715_1721508353.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/189860/,https://www.bumblebeewatch.org/metadata/,FALSE,3,6,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) all bees observed,9:04:00,10:01:00,42,1,72,f,22,0-5 mph,1,100,,Agricultural Lands,Shrub/Scrub,Grassland,,30,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,NA,Suspect,Yes,No,No,No,No,NA,"This once was agricultural land, now is a native seed farm. At one time there were honey bee hives on the property, they were removed circa 2021?",11,TRUE,11:45:00,46,Bequi Howarth,8:00:00,1,NA,FALSE,,NA,https://www.bumblebeewatch.org/checklist/125634/,7/15/2024,2024,7,15,197,183,2020,16.85,48,28.45,7.15,318.8,94.7,7.9,183.9,13.55,314.5,59.87,-1045,0,110.69,143,553.7,6164.6,,,Orange,Southern California/Northern Baja Coast,NA,41,1314,0.768870685,0.377623,4
213302,131571,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,leifr7,Thank you,,Crotch bumble bee,Weir Canyon Regional Park,33.81684282,-117.7482953,California,United States,7/15/2024,2024-10-01 05:36:50.836848+00:00,50-100,Male,Male,1,about 10 individuals on adjacent plants,Mel Letterman,salvmell,Verified,10/7/2024,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/IMG_1883_e62mC4F.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_1885_xpYPa8b.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_1888_9J5cu2c.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_1887_eTUH3tr.jpeg",NA,NA,https://www.bumblebeewatch.org/sightings/bee/213302/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/15/2024,2024,7,15,197,243,2017,16.85,48.5,29.55,6.55,355.9,95.1,8.3,206.8,13.45,351.2,58.42,-1011,0,110.09,166,611.1,6159.1,"Orange, County of",Irvine Ranch Open Space,Orange,Southern California/Northern Baja Coast,NA,42,1314,0.768870685,0.483195,7
190296,125748,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,rghatfield,,,Crotch bumble bee,McL Jeep,38.86189,-122.4117306,California,United States,7/18/2024,2024-07-18 19:58:48.409732+00:00,0-25,Male,Male,5,,Rich Hatfield,rghatfield,Verified,7/22/2024,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/IMG_9123.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_9111.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_9115_m2V9NzP.jpeg",NA,NA,https://www.bumblebeewatch.org/sightings/bee/190296/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/18/2024,2024,7,18,200,642,2015,15.05,41.7,33.65,3.05,985.7,90.3,11.1,570,12.15,983,49.94,-882,0,126.21,261,1403.6,5488.2,University of California,McLaughlin Natural Reserve,Lake,Central California Foothills and Coastal Mountains,NA,79,1367,0.799882972,0.501299,9
194973,126978,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,Plants were around peak bloom. Bees were concentrated on the Asclepias patch because not much else was in bloom in the 0.5 h area surveyed.,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,BPF-Megapop,34.414,-117.005,California,United States,7/29/2024,2024-07-31 18:25:17.432980+00:00,0-25,Male,Male,19,"We observed (caught) 19 male Bombus crotchii during the 45 min survey on only this one plant species (Asclepias eriocarpa). The group photo shows 18 male bees after the first one in the closeup flew away. Dev Kopp, Leif Richardson, and Arlee Montalvo shared this 3-person survey. We also observed many Xylocopa individuals foraging on the same plants (at least two species). On 7/4/2024, there were also B. crotchii at this location, observed by USFS, Drew Farr.",Arlee Montalvo,montalvo,Verified,9/21/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/20240729_111725.jpg, https://www.bumblebeewatch.org/media/bees/big/20240729_110630.jpg, https://www.bumblebeewatch.org/media/bees/big/20240729_111627.jpg, https://www.bumblebeewatch.org/media/bees/big/20240729_111529_wdVRV2P.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/194973/,https://www.bumblebeewatch.org/metadata/,FALSE,1,1,CABBA checklists 01.10.2025,NA,2024,Point,0.5,hectares,Capture (or at least tried) all bees observed,9:55:00,10:15:00,45,3,70,f,21,6-10 mph,2,0,"Clear, cool, comfortable, gentle breeze. Elevation 6810'.",Shrub/Scrub,Shrub/Scrub,Woodland/Forest,,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,NA,Yes,No,No,No,Yes,No,NA,"Very few honeybees. Burned in Butler 2, 2008 wildfire and prior prescribed burn. This opened up the yellow pine forest.",4,TRUE,11:30:00,156,Arlee Montalvo,7:00:00,2,NA,FALSE,,0.02,https://www.bumblebeewatch.org/checklist/126978/,7/29/2024,2024,7,29,211,951,NA,16.85,42.2,34.45,3.65,267.7,73.2,25.5,140.8,10.55,264.6,47.69,-1206,0,121.7,121,472.4,6155.8,,,San Bernardino,Mojave Basin and Range,NA,73,976,0.571094207,0.165906,NA
212028,131167,Asclepias eriocarpa,Asclepias,eriocarpa,Asclepias eriocarpa,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Little Pine Flat,34.313817,-117.005325,California,United States,7/29/2024,2024-09-23 19:56:54.093773+00:00,0-25,Male,Male,1,,Leif Richardson,leifr7,Verified,9/24/2024,Bumble Bee Watch,,Website,FALSE,,https://www.bumblebeewatch.org/media/bees/big/IMG_1862_1.jpg,NA,NA,https://www.bumblebeewatch.org/sightings/bee/212028/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2024,2024,7,29,211,2119,2007,9.35,43,26.35,-3.05,522.6,78.7,45.6,280.7,6.65,522.6,42.73,-928,0,114.04,257,852.8,3442.2,United States Forest Service,San Bernardino National Forest,San Bernardino,Southern California Mountains,NA,125,1362,0.796957285,0.444416,17
149243,113990,Desert Milkweed,Asclepias,erosa,Asclepias erosa,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,US-CA-San Luis Obispo County-Santa Margarita,34.98497785,-119.4815611,California,United States,7/26/2023,2023-07-27 02:33:52.871973+00:00,25 - 50,Female,Female,1,Milkweed survey with Monarch Butterfly folks,Russ Namitz,Russ Namitz,Verified,10/5/2023,Bumble Bee Watch,,App,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/df69d351-24d5-4236-977b-6cecd4e6b3be.jpg, https://www.bumblebeewatch.org/media/bees/big/7f0a2fcc-7873-4d4a-9661-f9b167098f23.jpg, https://www.bumblebeewatch.org/media/bees/big/2de4405a-605c-4601-a567-e634eef65db9.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/149243/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/26/2023,2023,7,26,207,823,NA,15.95,38.5,32.35,3.75,267.3,84.2,6.2,139.8,9.85,261.1,49.16,-1053,0,108.32,134,471.7,5844.9,United States Bureau of Land Management,Carrizo Plain National Monument,San Luis Obispo,Central California Foothills and Coastal Mountains,53,73,1097,0.641895846,0.420551,NA
110695,99872,Asclepias fascicularis,Asclepias,fascicularis,Asclepias fascicularis,Narrowleaf Milkweed,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Rancho Potrero Open Space,34.153661,-118.982419,California,United States,6/12/2022,2022-06-13 00:40:32.310832+00:00,0-25,Male,Male,1,,Alex Neder,newjum3,Verified,8/12/2022,Bumble Bee Watch,,Website,FALSE,,https://www.bumblebeewatch.org/media/bees/big/cd8ed244-3310-4781-83f1-4bda30e2c17f.jpg,1,NA,https://www.bumblebeewatch.org/sightings/bee/110695/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/12/2022,2022,6,12,163,282,1993,16.05,46.6,25.95,7.85,464.7,99.4,8.1,278.9,14.15,462.5,58.13,-1018,0,116.31,234,771.8,5872.3,Conejo Open Space Conservation Agency,Rancho Potrero Open Space,Ventura,Southern California/Northern Baja Coast,NA,45,1257,0.735517847,0.453365,29
